shipment_id,supplier_id,product_id,shipment_date,expected_arrival,actual_arrival,shipment_quantity,shipment_status,product_name,category,unit_price,product_supplier_id,supplier_name,city,lead_time,rating,inventory_id,warehouse,stock_quantity,last_updated,disruption_id,disruption_type,severity,description,reported_date,decision_id,recommended_action,action_taken,decision_date,outcome_id,outcome_status,delay_days,cost_change,remarks,lead_time_category,cost_impact,delivery_delay,supplier_avg_delay,shipment_month,shipment_year,shipment_quarter,shipment_weekday,is_delayed,delay_category,high_severity,large_shipment,inventory_status,shipment_value
2192,13,96,2024-10-19,2024-10-21,2024-10-19,187,Delayed,Laborum Product,Medical,3501.37,20,"Borah, Gill and Varma",Dehri,6.15,3.78,96,Mumbai Warehouse,471,2026-06-19,,,,,,,,,,,,,,,Average,No Cost,-2,1.5668449197860963,October,2024,4,Saturday,0,On Time,0,0,High,654756.19
2193,10,82,2025-02-13,2025-02-19,2025-02-21,86,In Transit,Unde Product,Electronics,3347.22,1,"Mitter, Srinivasan and Dixit",Shimoga,1.81,3.9,82,Hyderabad Warehouse,481,2026-07-04,,,,,,,,,,,,,,,Fast,No Cost,2,1.8480392156862746,February,2025,1,Thursday,1,Minor Delay,0,0,High,287860.92
2194,1,40,2025-11-18,2025-11-22,2025-11-22,164,Cancelled,Nemo Product,Groceries,2824.16,10,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,40,Hyderabad Warehouse,554,2026-06-27,,,,,,,,,,,,,,,Average,No Cost,0,1.427027027027027,November,2025,4,Tuesday,0,On Time,0,0,High,463162.24
2195,8,32,2026-06-26,2026-07-04,2026-07-04,31,In Transit,Quis Product,Groceries,4929.24,1,Hans-Bir,Siliguri,2.43,4.68,32,Mumbai Warehouse,715,2026-07-01,,,,,,,,,,,,,,,Fast,No Cost,0,1.5902439024390245,June,2026,2,Friday,0,On Time,0,0,High,152806.44
2196,6,149,2026-05-08,2026-05-12,2026-05-17,456,Delivered,Asperiores Product,Groceries,2199.52,9,Bhavsar-Sampath,Bangalore,2.52,3.72,149,Chennai Warehouse,331,2026-07-13,,,,,,,,,,,,,,,Fast,No Cost,5,1.5972222222222223,May,2026,2,Friday,1,Major Delay,0,1,High,1002981.12
2197,13,21,2025-01-11,2025-01-19,2025-01-20,341,Delayed,Animi Product,Automotive,3616.57,8,"Borah, Gill and Varma",Dehri,6.15,3.78,21,Delhi Warehouse,666,2026-06-27,,,,,,,,,,,,,,,Average,No Cost,1,1.5668449197860963,January,2025,1,Saturday,1,Minor Delay,0,1,High,1233250.37
2198,9,31,2025-08-27,2025-09-03,2025-09-01,139,Delivered,Non Product,Groceries,4067.09,17,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,31,Mumbai Warehouse,995,2026-06-28,,,,,,,,,,,,,,,Average,No Cost,-2,1.3277310924369747,August,2025,3,Wednesday,0,On Time,0,0,High,565325.51
2199,12,108,2025-09-13,2025-09-18,2025-09-16,16,Delivered,Debitis Product,Automotive,3133.95,9,Thakur and Sons,Kanpur,5.83,3.5,108,Hyderabad Warehouse,767,2026-07-07,,,,,,,,,,,,,,,Average,No Cost,-2,1.5613207547169812,September,2025,3,Saturday,0,On Time,0,0,High,50143.2
2200,18,130,2025-05-03,2025-05-10,2025-05-13,127,Delivered,Rerum Product,Clothing,379.31,9,Raju and Sons,Etawah,3.81,4.27,130,Bangalore Warehouse,702,2026-06-28,,,,,,,,,,,,,,,Fast,No Cost,3,1.9109947643979057,May,2025,2,Saturday,1,Minor Delay,0,0,High,48172.37
2201,7,32,2025-11-18,2025-11-28,2025-11-27,479,Delivered,Quis Product,Groceries,4929.24,1,Wali PLC,Khandwa,2.76,4.43,32,Mumbai Warehouse,715,2026-07-01,,,,,,,,,,,,,,,Fast,No Cost,-1,1.4314720812182742,November,2025,4,Tuesday,0,On Time,0,1,High,2361105.96
2202,15,44,2024-08-05,2024-08-12,2024-08-10,250,Cancelled,Voluptatum Product,Groceries,3216.56,15,Sastry and Sons,Haldia,5.45,4.34,44,Chennai Warehouse,740,2026-07-04,,,,,,,,,,,,,,,Average,No Cost,-2,1.4691943127962086,August,2024,3,Monday,0,On Time,0,0,High,804140.0
2203,6,133,2025-09-27,2025-10-06,2025-10-10,253,Cancelled,Doloremque Product,Groceries,552.4,17,Bhavsar-Sampath,Bangalore,2.52,3.72,133,Hyderabad Warehouse,760,2026-06-27,,,,,,,,,,,,,,,Fast,No Cost,4,1.5972222222222223,September,2025,3,Saturday,1,Major Delay,0,0,High,139757.19999999998
2204,2,150,2024-07-16,2024-07-18,2024-07-22,295,Delayed,Harum Product,Furniture,1928.91,14,Gour Ltd,Bhilwara,8.05,3.83,150,Bangalore Warehouse,533,2026-07-09,,,,,,,,,,,,,,,Average,No Cost,4,1.4691943127962086,July,2024,3,Tuesday,1,Major Delay,0,1,High,569028.4500000001
2205,20,71,2024-11-19,2024-11-25,2024-11-23,350,Cancelled,Aperiam Product,Clothing,4446.27,15,Chakraborty-Sengupta,Malda,5.0,3.56,71,Delhi Warehouse,179,2026-07-05,334.0,Supplier Delay,Low,Rerum pariatur cumque iusto veniam assumenda fugit optio.,2026-01-03,334.0,Switch Supplier,Rejected,2026-01-18,334.0,Partially Resolved,15.0,4747.99,Shipment rerouted,Fast,Medium,-2,1.3526570048309179,November,2024,4,Tuesday,0,On Time,0,1,Medium,1556194.5000000002
2206,11,39,2025-04-03,2025-04-07,2025-04-09,227,Cancelled,Amet Product,Automotive,1228.36,6,Banerjee Group,Alappuzha,8.52,4.3,39,Chennai Warehouse,720,2026-07-10,,,,,,,,,,,,,,,Average,No Cost,2,1.3842592592592593,April,2025,2,Thursday,1,Minor Delay,0,0,High,278837.72
2207,13,127,2025-05-27,2025-05-29,2025-06-01,467,Delayed,Eum Product,Automotive,1710.79,7,"Borah, Gill and Varma",Dehri,6.15,3.78,127,Delhi Warehouse,588,2026-07-12,,,,,,,,,,,,,,,Average,No Cost,3,1.5668449197860963,May,2025,2,Tuesday,1,Minor Delay,0,1,High,798938.9299999999
2208,20,64,2025-08-22,2025-08-25,2025-08-24,441,Delayed,Officia Product,Automotive,1852.17,1,Chakraborty-Sengupta,Malda,5.0,3.56,64,Hyderabad Warehouse,751,2026-06-19,175.0,Weather,High,Illo excepturi pariatur dolores fugit.,2025-11-18,175.0,Switch Supplier,Rejected,2026-01-05,175.0,Failed,1.0,3871.98,Issue resolved successfully,Fast,Medium,-1,1.3526570048309179,August,2025,3,Friday,0,On Time,1,1,High,816806.9700000001
2209,9,93,2025-07-31,2025-08-05,2025-08-04,286,In Transit,Nemo Product,Automotive,3838.07,10,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,93,Mumbai Warehouse,413,2026-06-19,464.0,Supplier Delay,High,Quo maiores accusamus dignissimos rem fuga qui.,2026-02-25,464.0,Switch Supplier,Implemented,2026-02-05,464.0,Failed,10.0,-384.95,Minor delay occurred,Average,Low,-1,1.3277310924369747,July,2025,3,Thursday,0,On Time,1,1,High,1097688.02
2210,9,104,2025-06-07,2025-06-11,2025-06-15,114,Cancelled,Laboriosam Product,Clothing,2160.36,3,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,104,Delhi Warehouse,338,2026-06-24,,,,,,,,,,,,,,,Average,No Cost,4,1.3277310924369747,June,2025,2,Saturday,1,Major Delay,0,0,High,246281.04
2211,10,52,2025-05-06,2025-05-16,2025-05-14,462,In Transit,Architecto Product,Medical,1642.77,20,"Mitter, Srinivasan and Dixit",Shimoga,1.81,3.9,52,Mumbai Warehouse,918,2026-06-30,,,,,,,,,,,,,,,Fast,No Cost,-2,1.8480392156862746,May,2025,2,Tuesday,0,On Time,0,1,High,758959.74
2212,17,24,2026-01-27,2026-02-03,2026-02-01,203,In Transit,Dolorem Product,Medical,3211.29,13,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,24,Bangalore Warehouse,374,2026-06-27,,,,,,,,,,,,,,,Average,No Cost,-2,1.795,January,2026,1,Tuesday,0,On Time,0,0,High,651891.87
2213,18,43,2024-09-01,2024-09-06,2024-09-09,456,In Transit,Exercitationem Product,Furniture,2754.15,12,Raju and Sons,Etawah,3.81,4.27,43,Delhi Warehouse,560,2026-06-21,,,,,,,,,,,,,,,Fast,No Cost,3,1.9109947643979057,September,2024,3,Sunday,1,Minor Delay,0,1,High,1255892.4000000001
2214,3,134,2024-11-03,2024-11-07,2024-11-05,320,In Transit,Eligendi Product,Automotive,3447.14,10,"Balan, Virk and Mangal",Bangalore,3.73,4.49,134,Hyderabad Warehouse,699,2026-07-02,,,,,,,,,,,,,,,Fast,No Cost,-2,1.595,November,2024,4,Sunday,0,On Time,0,1,High,1103084.8
2215,13,102,2026-03-06,2026-03-09,2026-03-14,210,Delivered,Molestias Product,Furniture,2262.92,3,"Borah, Gill and Varma",Dehri,6.15,3.78,102,Chennai Warehouse,835,2026-06-22,,,,,,,,,,,,,,,Average,No Cost,5,1.5668449197860963,March,2026,1,Friday,1,Major Delay,0,0,High,475213.2
2216,8,23,2026-02-26,2026-03-07,2026-03-11,490,Delivered,Quibusdam Product,Furniture,2588.22,10,Hans-Bir,Siliguri,2.43,4.68,23,Delhi Warehouse,912,2026-06-19,,,,,,,,,,,,,,,Fast,No Cost,4,1.5902439024390245,February,2026,1,Thursday,1,Major Delay,0,1,High,1268227.7999999998
2217,16,134,2025-05-03,2025-05-06,2025-05-04,424,Cancelled,Eligendi Product,Automotive,3447.14,10,Handa-Manda,Vijayanagaram,8.66,4.77,134,Hyderabad Warehouse,699,2026-07-02,,,,,,,,,,,,,,,Average,No Cost,-2,1.4335260115606936,May,2025,2,Saturday,0,On Time,0,1,High,1461587.3599999999
2218,1,27,2026-06-20,2026-06-28,2026-06-26,242,In Transit,Vero Product,Furniture,4788.07,19,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,27,Delhi Warehouse,91,2026-07-05,,,,,,,,,,,,,,,Average,No Cost,-2,1.427027027027027,June,2026,2,Saturday,0,On Time,0,0,Low,1158712.94
2219,10,53,2026-04-08,2026-04-11,2026-04-10,178,Cancelled,Ea Product,Clothing,3005.08,10,"Mitter, Srinivasan and Dixit",Shimoga,1.81,3.9,53,Delhi Warehouse,480,2026-06-28,,,,,,,,,,,,,,,Fast,No Cost,-1,1.8480392156862746,April,2026,2,Wednesday,0,On Time,0,0,High,534904.24
2220,8,2,2025-09-24,2025-09-27,2025-09-28,178,Cancelled,Veniam Product,Furniture,880.89,5,Hans-Bir,Siliguri,2.43,4.68,2,Delhi Warehouse,824,2026-06-22,,,,,,,,,,,,,,,Fast,No Cost,1,1.5902439024390245,September,2025,3,Wednesday,1,Minor Delay,0,0,High,156798.41999999998
2221,14,116,2026-05-08,2026-05-10,2026-05-08,159,Cancelled,Architecto Product,Groceries,763.04,10,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,116,Bangalore Warehouse,102,2026-07-04,,,,,,,,,,,,,,,Average,No Cost,-2,1.6612021857923498,May,2026,2,Friday,0,On Time,0,0,Medium,121323.36
2222,20,37,2026-06-06,2026-06-16,2026-06-14,217,Delivered,Earum Product,Groceries,442.22,11,Chakraborty-Sengupta,Malda,5.0,3.56,37,Mumbai Warehouse,198,2026-06-16,228.0,Traffic,Low,Quisquam corrupti earum sapiente minus sed fugiat nihil.,2026-01-22,228.0,Switch Supplier,Pending,2026-01-21,228.0,Pending,5.0,-3816.69,Minor delay occurred,Fast,Low,-2,1.3526570048309179,June,2026,2,Saturday,0,On Time,0,0,Medium,95961.74
2223,11,3,2024-08-20,2024-08-25,2024-08-30,56,In Transit,Iure Product,Medical,1939.35,19,Banerjee Group,Alappuzha,8.52,4.3,3,Mumbai Warehouse,584,2026-07-06,,,,,,,,,,,,,,,Average,No Cost,5,1.3842592592592593,August,2024,3,Tuesday,1,Major Delay,0,0,High,108603.59999999999
2224,6,124,2025-06-09,2025-06-19,2025-06-17,229,Delivered,Excepturi Product,Furniture,756.02,2,Bhavsar-Sampath,Bangalore,2.52,3.72,124,Chennai Warehouse,123,2026-07-09,6.0,Port Congestion,High,Ratione quas harum quibusdam.,2025-07-26,6.0,Switch Supplier,Implemented,2026-05-13,6.0,Resolved,6.0,-367.19,Supplier changed,Fast,Low,-2,1.5972222222222223,June,2025,2,Monday,0,On Time,1,0,Medium,173128.58
2224,6,124,2025-06-09,2025-06-19,2025-06-17,229,Delivered,Excepturi Product,Furniture,756.02,2,Bhavsar-Sampath,Bangalore,2.52,3.72,124,Chennai Warehouse,123,2026-07-09,13.0,Traffic,High,Est reiciendis fugiat excepturi.,2026-04-28,13.0,Change Transport Route,Pending,2026-06-09,13.0,Resolved,2.0,13192.82,Minor delay occurred,Fast,High,-2,1.5972222222222223,June,2025,2,Monday,0,On Time,1,0,Medium,173128.58
2225,9,60,2025-12-20,2025-12-30,2025-12-31,255,Delayed,Ipsa Product,Furniture,2536.82,19,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,60,Bangalore Warehouse,753,2026-07-14,,,,,,,,,,,,,,,Average,No Cost,1,1.3277310924369747,December,2025,4,Saturday,1,Minor Delay,0,0,High,646889.1000000001
2226,1,40,2024-12-05,2024-12-15,2024-12-20,48,In Transit,Nemo Product,Groceries,2824.16,10,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,40,Hyderabad Warehouse,554,2026-06-27,,,,,,,,,,,,,,,Average,No Cost,5,1.427027027027027,December,2024,4,Thursday,1,Major Delay,0,0,High,135559.68
2227,7,142,2025-04-22,2025-04-26,2025-05-01,204,Cancelled,Dolorum Product,Groceries,1310.64,7,Wali PLC,Khandwa,2.76,4.43,142,Mumbai Warehouse,982,2026-07-09,,,,,,,,,,,,,,,Fast,No Cost,5,1.4314720812182742,April,2025,2,Tuesday,1,Major Delay,0,0,High,267370.56
2228,7,70,2024-12-05,2024-12-09,2024-12-07,127,Delivered,Excepturi Product,Automotive,4641.9,16,Wali PLC,Khandwa,2.76,4.43,70,Bangalore Warehouse,802,2026-06-20,78.0,Traffic,Low,Voluptatibus in natus quam eius.,2026-04-28,78.0,Increase Safety Stock,Rejected,2026-06-25,78.0,Partially Resolved,1.0,1625.21,Minor delay occurred,Fast,Low,-2,1.4314720812182742,December,2024,4,Thursday,0,On Time,0,0,High,589521.2999999999
2229,11,59,2024-12-12,2024-12-15,2024-12-17,295,Delayed,Omnis Product,Electronics,2194.29,10,Banerjee Group,Alappuzha,8.52,4.3,59,Chennai Warehouse,265,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,2,1.3842592592592593,December,2024,4,Thursday,1,Minor Delay,0,1,Medium,647315.55
2230,7,106,2026-05-16,2026-05-25,2026-05-25,234,In Transit,Officiis Product,Clothing,3586.71,17,Wali PLC,Khandwa,2.76,4.43,106,Delhi Warehouse,595,2026-06-23,,,,,,,,,,,,,,,Fast,No Cost,0,1.4314720812182742,May,2026,2,Saturday,0,On Time,0,0,High,839290.14
2231,7,126,2026-02-20,2026-02-25,2026-03-01,328,Delivered,Nemo Product,Groceries,3018.63,8,Wali PLC,Khandwa,2.76,4.43,126,Chennai Warehouse,306,2026-07-05,,,,,,,,,,,,,,,Fast,No Cost,4,1.4314720812182742,February,2026,1,Friday,1,Major Delay,0,1,High,990110.64
2232,6,103,2024-11-09,2024-11-19,2024-11-24,469,Cancelled,Sunt Product,Furniture,3330.94,12,Bhavsar-Sampath,Bangalore,2.52,3.72,103,Chennai Warehouse,485,2026-07-13,,,,,,,,,,,,,,,Fast,No Cost,5,1.5972222222222223,November,2024,4,Saturday,1,Major Delay,0,1,High,1562210.86
2233,6,83,2025-03-23,2025-03-26,2025-03-31,352,In Transit,Deserunt Product,Automotive,990.39,6,Bhavsar-Sampath,Bangalore,2.52,3.72,83,Delhi Warehouse,294,2026-07-15,,,,,,,,,,,,,,,Fast,No Cost,5,1.5972222222222223,March,2025,1,Sunday,1,Major Delay,0,1,Medium,348617.27999999997
2234,15,9,2025-06-03,2025-06-12,2025-06-11,310,In Transit,Alias Product,Groceries,1305.18,16,Sastry and Sons,Haldia,5.45,4.34,9,Mumbai Warehouse,917,2026-07-04,,,,,,,,,,,,,,,Average,No Cost,-1,1.4691943127962086,June,2025,2,Tuesday,0,On Time,0,1,High,404605.80000000005
2235,11,126,2026-01-06,2026-01-16,2026-01-15,234,Delivered,Nemo Product,Groceries,3018.63,8,Banerjee Group,Alappuzha,8.52,4.3,126,Chennai Warehouse,306,2026-07-05,,,,,,,,,,,,,,,Average,No Cost,-1,1.3842592592592593,January,2026,1,Tuesday,0,On Time,0,0,High,706359.42
2236,3,96,2025-04-27,2025-04-30,2025-04-29,22,In Transit,Laborum Product,Medical,3501.37,20,"Balan, Virk and Mangal",Bangalore,3.73,4.49,96,Mumbai Warehouse,471,2026-06-19,,,,,,,,,,,,,,,Fast,No Cost,-1,1.595,April,2025,2,Sunday,0,On Time,0,0,High,77030.14
2237,3,106,2025-10-16,2025-10-24,2025-10-27,222,Delivered,Officiis Product,Clothing,3586.71,17,"Balan, Virk and Mangal",Bangalore,3.73,4.49,106,Delhi Warehouse,595,2026-06-23,,,,,,,,,,,,,,,Fast,No Cost,3,1.595,October,2025,4,Thursday,1,Minor Delay,0,0,High,796249.62
2238,6,125,2025-04-10,2025-04-13,2025-04-18,56,Cancelled,Consectetur Product,Clothing,1221.23,13,Bhavsar-Sampath,Bangalore,2.52,3.72,125,Chennai Warehouse,72,2026-06-29,,,,,,,,,,,,,,,Fast,No Cost,5,1.5972222222222223,April,2025,2,Thursday,1,Major Delay,0,0,Low,68388.88
2239,3,122,2025-04-15,2025-04-17,2025-04-21,38,Delayed,Expedita Product,Electronics,1957.13,8,"Balan, Virk and Mangal",Bangalore,3.73,4.49,122,Delhi Warehouse,394,2026-07-14,323.0,Supplier Delay,Low,Facere alias eius accusantium mollitia.,2025-12-12,323.0,Increase Safety Stock,Approved,2026-02-04,323.0,Pending,1.0,10136.81,Supplier changed,Fast,High,4,1.595,April,2025,2,Tuesday,1,Major Delay,0,0,High,74370.94
2240,1,110,2024-08-25,2024-08-27,2024-08-31,179,Delivered,Assumenda Product,Furniture,4904.71,9,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,110,Chennai Warehouse,817,2026-06-23,,,,,,,,,,,,,,,Average,No Cost,4,1.427027027027027,August,2024,3,Sunday,1,Major Delay,0,0,High,877943.09
2241,8,6,2024-08-24,2024-08-27,2024-09-01,21,In Transit,Reiciendis Product,Furniture,3938.69,18,Hans-Bir,Siliguri,2.43,4.68,6,Bangalore Warehouse,894,2026-06-26,,,,,,,,,,,,,,,Fast,No Cost,5,1.5902439024390245,August,2024,3,Saturday,1,Major Delay,0,0,High,82712.49
2242,3,80,2025-04-23,2025-05-02,2025-05-04,273,Delivered,Corporis Product,Medical,4255.47,15,"Balan, Virk and Mangal",Bangalore,3.73,4.49,80,Mumbai Warehouse,656,2026-07-08,,,,,,,,,,,,,,,Fast,No Cost,2,1.595,April,2025,2,Wednesday,1,Minor Delay,0,1,High,1161743.31
2243,18,17,2025-01-01,2025-01-07,2025-01-07,133,Delayed,Veniam Product,Clothing,2682.42,6,Raju and Sons,Etawah,3.81,4.27,17,Bangalore Warehouse,243,2026-07-06,,,,,,,,,,,,,,,Fast,No Cost,0,1.9109947643979057,January,2025,1,Wednesday,0,On Time,0,0,Medium,356761.86
2244,13,105,2025-11-25,2025-11-30,2025-12-02,312,Cancelled,Tenetur Product,Clothing,1337.9,1,"Borah, Gill and Varma",Dehri,6.15,3.78,105,Hyderabad Warehouse,84,2026-07-03,,,,,,,,,,,,,,,Average,No Cost,2,1.5668449197860963,November,2025,4,Tuesday,1,Minor Delay,0,1,Low,417424.80000000005
2245,3,118,2024-08-28,2024-09-06,2024-09-08,178,In Transit,Harum Product,Automotive,2602.93,16,"Balan, Virk and Mangal",Bangalore,3.73,4.49,118,Bangalore Warehouse,482,2026-06-18,166.0,Transport Strike,Low,Nostrum aspernatur atque magni.,2025-08-10,166.0,Expedite Shipment,Pending,2026-01-07,166.0,Failed,4.0,4627.54,Issue resolved successfully,Fast,Medium,2,1.595,August,2024,3,Wednesday,1,Minor Delay,0,0,High,463321.54
2246,5,129,2025-04-09,2025-04-17,2025-04-20,314,In Transit,Repellat Product,Clothing,772.83,16,Chander-Sibal,Kochi,6.81,4.37,129,Bangalore Warehouse,81,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,3,1.7407407407407407,April,2025,2,Wednesday,1,Minor Delay,0,1,Low,242668.62000000002
2247,5,116,2024-08-16,2024-08-21,2024-08-26,250,Cancelled,Architecto Product,Groceries,763.04,10,Chander-Sibal,Kochi,6.81,4.37,116,Bangalore Warehouse,102,2026-07-04,77.0,Weather,Medium,Et voluptatem repellendus iusto.,2025-10-13,77.0,Change Transport Route,Rejected,2026-06-08,77.0,Pending,5.0,5399.78,Cost increased,Average,High,5,1.7407407407407407,August,2024,3,Friday,1,Major Delay,0,0,Medium,190760.0
2248,11,18,2025-10-25,2025-11-03,2025-11-07,192,In Transit,Commodi Product,Electronics,2870.64,11,Banerjee Group,Alappuzha,8.52,4.3,18,Mumbai Warehouse,611,2026-06-21,,,,,,,,,,,,,,,Average,No Cost,4,1.3842592592592593,October,2025,4,Saturday,1,Major Delay,0,0,High,551162.88
2249,16,52,2026-01-10,2026-01-15,2026-01-19,232,Delayed,Architecto Product,Medical,1642.77,20,Handa-Manda,Vijayanagaram,8.66,4.77,52,Mumbai Warehouse,918,2026-06-30,564.0,Port Congestion,Medium,Possimus quas distinctio aspernatur.,2026-07-12,564.0,Increase Safety Stock,Implemented,2025-10-16,564.0,Resolved,7.0,2010.99,Supplier changed,Average,Medium,4,1.4335260115606936,January,2026,1,Saturday,1,Major Delay,0,0,High,381122.64
2250,15,92,2025-05-21,2025-05-28,2025-05-30,424,Delivered,Architecto Product,Furniture,4826.14,10,Sastry and Sons,Haldia,5.45,4.34,92,Mumbai Warehouse,215,2026-07-07,,,,,,,,,,,,,,,Average,No Cost,2,1.4691943127962086,May,2025,2,Wednesday,1,Minor Delay,0,1,Medium,2046283.36
2251,12,111,2025-01-29,2025-02-08,2025-02-12,189,In Transit,Quaerat Product,Clothing,218.68,3,Thakur and Sons,Kanpur,5.83,3.5,111,Hyderabad Warehouse,662,2026-07-13,,,,,,,,,,,,,,,Average,No Cost,4,1.5613207547169812,January,2025,1,Wednesday,1,Major Delay,0,0,High,41330.520000000004
2252,7,143,2025-08-10,2025-08-14,2025-08-13,424,In Transit,Exercitationem Product,Furniture,2333.4,6,Wali PLC,Khandwa,2.76,4.43,143,Hyderabad Warehouse,191,2026-07-12,,,,,,,,,,,,,,,Fast,No Cost,-1,1.4314720812182742,August,2025,3,Sunday,0,On Time,0,1,Medium,989361.6000000001
2253,9,50,2025-02-12,2025-02-19,2025-02-18,31,Cancelled,Quae Product,Automotive,939.97,7,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,50,Chennai Warehouse,576,2026-07-06,,,,,,,,,,,,,,,Average,No Cost,-1,1.3277310924369747,February,2025,1,Wednesday,0,On Time,0,0,High,29139.07
2254,18,78,2025-07-04,2025-07-07,2025-07-09,361,Cancelled,Quam Product,Clothing,1593.13,4,Raju and Sons,Etawah,3.81,4.27,78,Hyderabad Warehouse,637,2026-07-09,,,,,,,,,,,,,,,Fast,No Cost,2,1.9109947643979057,July,2025,3,Friday,1,Minor Delay,0,1,High,575119.93
2255,9,97,2025-08-10,2025-08-17,2025-08-17,193,Delivered,Id Product,Electronics,4003.94,12,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,97,Bangalore Warehouse,353,2026-07-08,,,,,,,,,,,,,,,Average,No Cost,0,1.3277310924369747,August,2025,3,Sunday,0,On Time,0,0,High,772760.42
2256,6,105,2026-05-21,2026-05-25,2026-05-29,63,In Transit,Tenetur Product,Clothing,1337.9,1,Bhavsar-Sampath,Bangalore,2.52,3.72,105,Hyderabad Warehouse,84,2026-07-03,,,,,,,,,,,,,,,Fast,No Cost,4,1.5972222222222223,May,2026,2,Thursday,1,Major Delay,0,0,Low,84287.70000000001
2257,4,71,2025-11-26,2025-11-28,2025-11-26,409,Cancelled,Aperiam Product,Clothing,4446.27,15,Rajagopal-Jayaraman,Jalna,1.0,3.51,71,Delhi Warehouse,179,2026-07-05,,,,,,,,,,,,,,,Fast,No Cost,-2,1.5989304812834224,November,2025,4,Wednesday,0,On Time,0,1,Medium,1818524.4300000002
2258,1,69,2024-08-27,2024-09-04,2024-09-05,141,In Transit,Ipsa Product,Groceries,1707.84,17,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,69,Mumbai Warehouse,267,2026-07-09,,,,,,,,,,,,,,,Average,No Cost,1,1.427027027027027,August,2024,3,Tuesday,1,Minor Delay,0,0,Medium,240805.44
2259,18,123,2025-08-27,2025-09-02,2025-09-03,495,In Transit,Amet Product,Electronics,2966.03,9,Raju and Sons,Etawah,3.81,4.27,123,Chennai Warehouse,249,2026-06-23,,,,,,,,,,,,,,,Fast,No Cost,1,1.9109947643979057,August,2025,3,Wednesday,1,Minor Delay,0,1,Medium,1468184.85
2260,19,59,2024-07-27,2024-08-03,2024-08-05,495,In Transit,Omnis Product,Electronics,2194.29,10,"Nagar, Hari and Chada",Munger,9.42,4.61,59,Chennai Warehouse,265,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,2,1.51131221719457,July,2024,3,Saturday,1,Minor Delay,0,1,Medium,1086173.55
2261,11,141,2025-07-10,2025-07-13,2025-07-16,43,In Transit,Provident Product,Automotive,4798.63,6,Banerjee Group,Alappuzha,8.52,4.3,141,Delhi Warehouse,291,2026-07-10,,,,,,,,,,,,,,,Average,No Cost,3,1.3842592592592593,July,2025,3,Thursday,1,Minor Delay,0,0,Medium,206341.09
2262,13,114,2025-04-30,2025-05-06,2025-05-06,219,Cancelled,Dicta Product,Clothing,1943.15,20,"Borah, Gill and Varma",Dehri,6.15,3.78,114,Hyderabad Warehouse,822,2026-07-08,,,,,,,,,,,,,,,Average,No Cost,0,1.5668449197860963,April,2025,2,Wednesday,0,On Time,0,0,High,425549.85000000003
2263,17,89,2025-01-28,2025-02-02,2025-02-02,448,Delivered,Fugiat Product,Electronics,4524.8,7,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,89,Bangalore Warehouse,597,2026-06-18,,,,,,,,,,,,,,,Average,No Cost,0,1.795,January,2025,1,Tuesday,0,On Time,0,1,High,2027110.4000000001
2264,15,118,2026-06-10,2026-06-14,2026-06-13,38,Delivered,Harum Product,Automotive,2602.93,16,Sastry and Sons,Haldia,5.45,4.34,118,Bangalore Warehouse,482,2026-06-18,,,,,,,,,,,,,,,Average,No Cost,-1,1.4691943127962086,June,2026,2,Wednesday,0,On Time,0,0,High,98911.34
2265,18,7,2024-08-11,2024-08-20,2024-08-23,134,In Transit,Expedita Product,Furniture,1401.54,17,Raju and Sons,Etawah,3.81,4.27,7,Delhi Warehouse,512,2026-06-28,,,,,,,,,,,,,,,Fast,No Cost,3,1.9109947643979057,August,2024,3,Sunday,1,Minor Delay,0,0,High,187806.36
2266,17,97,2026-02-24,2026-03-04,2026-03-02,241,Delivered,Id Product,Electronics,4003.94,12,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,97,Bangalore Warehouse,353,2026-07-08,,,,,,,,,,,,,,,Average,No Cost,-2,1.795,February,2026,1,Tuesday,0,On Time,0,0,High,964949.54
2267,13,54,2024-08-14,2024-08-17,2024-08-17,224,Delayed,Voluptatem Product,Groceries,3641.55,2,"Borah, Gill and Varma",Dehri,6.15,3.78,54,Chennai Warehouse,842,2026-06-17,,,,,,,,,,,,,,,Average,No Cost,0,1.5668449197860963,August,2024,3,Wednesday,0,On Time,0,0,High,815707.2000000001
